Audience_ID,Age_Group,Gender,Device,Location,Campaign_ID
661,25-34,Female,Tablet,Tokyo,88
662,25-34,Female,Tablet,Los Angeles,89
663,35-44,Unknown,Tablet,Tokyo,89
664,55+,Female,Desktop,Tokyo,89
665,25-34,Unknown,Desktop,London,89
666,18-24,Male,Desktop,Berlin,89
667,25-34,Unknown,Tablet,Sydney,90
668,18-24,Unknown,Tablet,New York,90
669,25-34,Female,Tablet,Delhi,90
670,35-44,Unknown,Mobile,Tokyo,90
671,45-54,Unknown,Desktop,New York,90
672,25-34,Female,Desktop,Houston,90
673,45-54,Male,Desktop,Miami,91
674,25-34,Male,Mobile,Berlin,91
675,35-44,Male,Desktop,New York,91
676,18-24,Female,Tablet,Berlin,91
677,25-34,Unknown,Tablet,London,91
678,18-24,Unknown,Tablet,Delhi,91
679,18-24,Female,Desktop,Miami,91
680,18-24,Unknown,Tablet,Los Angeles,92
681,45-54,Male,Desktop,Houston,92
682,55+,Female,Mobile,Chicago,92
683,45-54,Female,Desktop,Berlin,92
684,55+,Male,Mobile,Miami,92
685,55+,Unknown,Desktop,Tokyo,92
686,25-34,Female,Tablet,Houston,92
687,55+,Female,Mobile,Sydney,92
688,35-44,Female,Desktop,New York,92
689,18-24,Male,Desktop,Miami,92
690,25-34,Female,Mobile,Los Angeles,93
691,45-54,Male,Mobile,Delhi,93
692,45-54,Male,Desktop,Delhi,93
693,18-24,Female,Tablet,London,93
694,25-34,Male,Desktop,Chicago,93
695,55+,Female,Mobile,London,93
696,55+,Male,Desktop,Sydney,93
697,18-24,Female,Desktop,Chicago,93
698,45-54,Unknown,Tablet,Tokyo,93
699,45-54,Male,Tablet,Miami,94
700,45-54,Unknown,Tablet,Chicago,94
701,18-24,Unknown,Mobile,Sydney,94
702,25-34,Male,Mobile,London,94
703,45-54,Unknown,Tablet,Miami,94
704,45-54,Unknown,Desktop,Houston,94
705,45-54,Male,Mobile,Chicago,94
706,45-54,Male,Desktop,Berlin,94
707,25-34,Unknown,Desktop,Sydney,94
708,55+,Unknown,Tablet,Tokyo,95
709,35-44,Female,Mobile,London,95
710,55+,Female,Tablet,Houston,95
711,25-34,Male,Desktop,New York,95
712,18-24,Unknown,Mobile,London,95
713,55+,Unknown,Desktop,Los Angeles,95
714,55+,Male,Tablet,Los Angeles,95
715,18-24,Unknown,Tablet,Miami,95
716,35-44,Male,Desktop,Los Angeles,96
717,55+,Male,Desktop,Houston,96
718,25-34,Female,Mobile,Miami,96
719,55+,Unknown,Mobile,New York,96
720,55+,Male,Tablet,London,96
721,18-24,Unknown,Tablet,London,96
722,35-44,Male,Tablet,Tokyo,96
723,55+,Unknown,Mobile,Chicago,96
724,55+,Unknown,Desktop,Los Angeles,96
725,25-34,Male,Tablet,Tokyo,96
726,45-54,Female,Desktop,Miami,97
727,25-34,Unknown,Desktop,Berlin,97
728,55+,Female,Tablet,Houston,97
729,18-24,Female,Tablet,New York,97
730,55+,Male,Desktop,Houston,97
731,18-24,Female,Tablet,Los Angeles,98
732,35-44,Female,Mobile,Miami,98
733,25-34,Female,Mobile,Miami,98
734,55+,Unknown,Tablet,London,98
735,25-34,Male,Mobile,Miami,98
736,18-24,Female,Mobile,London,98
737,25-34,Male,Tablet,Tokyo,98
738,18-24,Unknown,Mobile,Delhi,98
739,35-44,Male,Mobile,Miami,98
740,55+,Female,Mobile,Miami,98
741,35-44,Female,Tablet,Houston,99
742,45-54,Male,Tablet,Tokyo,99
743,25-34,Female,Desktop,New York,99
744,25-34,Female,Desktop,Sydney,99
745,18-24,Female,Tablet,Sydney,99
746,55+,Unknown,Mobile,Delhi,99
747,55+,Unknown,Desktop,Chicago,99
748,45-54,Unknown,Mobile,Berlin,99
749,18-24,Unknown,Tablet,Berlin,99
750,55+,Unknown,Desktop,Houston,100
751,18-24,Male,Mobile,Berlin,100
752,18-24,Female,Tablet,Delhi,100
753,25-34,Unknown,Desktop,Chicago,100
754,25-34,Female,Mobile,Los Angeles,100
755,45-54,Unknown,Desktop,Delhi,100
756,45-54,Unknown,Tablet,Tokyo,100
757,55+,Unknown,Tablet,Tokyo,100
758,18-24,Unknown,Tablet,Delhi,100
759,45-54,Unknown,Mobile,New York,100
